,Unnamed: 0,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
206,206,Bedford Park-Nortown,43.731486231800000,-79.4202273481,Darbar Persian Grill,43.735484,-79.420006,Restaurant
207,207,Bedford Park-Nortown,43.731486231800000,-79.4202273481,Francobollo,43.73455692305580,-79.41954908679140,Italian Restaurant
208,208,Bedford Park-Nortown,43.731486231800000,-79.4202273481,Tim Hortons,43.735355956224300,-79.41960454261640,Coffee Shop
209,209,Bedford Park-Nortown,43.731486231800000,-79.4202273481,LCBO,43.73106478660270,-79.41923740055340,Liquor Store
205,205,Bedford Park-Nortown,43.731486231800000,-79.4202273481,Sakura Garden,43.73339792581390,-79.41949129828610,Sushi Restaurant
225,225,Beechborough-Greenbrook,43.6932164866,-79.4794725057,McDonald's,43.69292649544880,-79.47998177868270,Fast Food Restaurant
226,226,Beechborough-Greenbrook,43.6932164866,-79.4794725057,Subway,43.69000119168630,-79.47576284408570,Sandwich Place
227,227,Beechborough-Greenbrook,43.6932164866,-79.4794725057,Kapamilya Gym,43.693054,-79.483409,Gym
228,228,Beechborough-Greenbrook,43.6932164866,-79.4794725057,2 Brothers shawarma,43.690118,-79.47515,Turkish Restaurant
233,233,Bendale ,43.7603663086,-79.2574003723,Scarborough Historical Museum,43.757926,-79.254633,History Museum
232,232,Bendale ,43.7603663086,-79.2574003723,Jack Goodard community centre,43.758361,-79.260374,Campground
229,229,Bendale ,43.7603663086,-79.2574003723,Thomson Memorial Park,43.75889113619550,-79.25450028760430,Park
230,230,Bendale ,43.7603663086,-79.2574003723,Aphrodite Greek Cuisine,43.761344,-79.258697,Greek Restaurant
231,231,Bendale ,43.7603663086,-79.2574003723,Birkdale Ravine,43.75991392046820,-79.26039697047140,Park
234,234,Birchcliffe-Cliffside,43.694681978600000,-79.2650925923,The Birchcliff,43.69166644406540,-79.26453158481680,Café
235,235,Birchcliffe-Cliffside,43.694681978600000,-79.2650925923,Birchmount Community Centre,43.69517507509800,-79.26216087070240,General Entertainment
236,236,Birchcliffe-Cliffside,43.694681978600000,-79.2650925923,Scarborough Gardens,43.69464651921620,-79.26223031725520,Skating Rink
237,237,Birchcliffe-Cliffside,43.694681978600000,-79.2650925923,Birchmount Stadium,43.69532286771260,-79.26129341125490,College Stadium
238,238,Black Creek,43.7648902472,-79.5219793188,Driftwood community centre,43.765679595630200,-79.51970643195260,Athletics & Sports
239,239,Black Creek,43.7648902472,-79.5219793188,Rexall,43.76659,-79.519852,Pharmacy
240,240,Black Creek,43.7648902472,-79.5219793188,Shoreham Plaza,43.76880310069170,-79.52048054521900,Shopping Mall
241,241,Black Creek,43.7648902472,-79.5219793188,Smart Choice Foodmart,43.76920711023720,-79.52143033479610,Grocery Store
242,242,Black Creek,43.7648902472,-79.5219793188,Mac's Convenience Store,43.76933566288620,-79.52110641923020,Snack Place
255,255,Blake-Jones ,43.67617287980000,-79.3373941732,Ha gow Dim Sum House,43.68044093157400,-79.33759006459040,Dim Sum Restaurant
254,254,Blake-Jones ,43.67617287980000,-79.3373941732,The One in the Only,43.68043256568150,-79.33788077683230,Café
257,257,Blake-Jones ,43.67617287980000,-79.3373941732,Circus Books and Music,43.67989378109310,-79.34004865464090,Bookstore
253,253,Blake-Jones ,43.67617287980000,-79.3373941732,Starbucks,43.679971,-79.340498,Coffee Shop
259,259,Blake-Jones ,43.67617287980000,-79.3373941732,WIND Mobile,43.68015879584700,-79.33895089777000,Electronics Store
260,260,Blake-Jones ,43.67617287980000,-79.3373941732,Atomic Age,43.67299986818510,-79.34162983171730,Toy / Game Store
258,258,Blake-Jones ,43.67617287980000,-79.3373941732,7-Eleven,43.680162411327700,-79.3374614417553,Convenience Store
252,252,Blake-Jones ,43.67617287980000,-79.3373941732,The Only Backpacker's Inn,43.68054059417570,-79.33788920444180,Hostel
256,256,Blake-Jones ,43.67617287980000,-79.3373941732,Starbucks,43.67985,-79.34037,Coffee Shop
250,250,Blake-Jones ,43.67617287980000,-79.3373941732,Square Boy,43.67994925367470,-79.33953984481620,Burger Joint
249,249,Blake-Jones ,43.67617287980000,-79.3373941732,Tips Nail Bar,43.67982572188030,-79.34030209156390,Nail Salon
248,248,Blake-Jones ,43.67617287980000,-79.3373941732,Danforth Dragon Restaurant,43.6798113424494,-79.339838432929,Asian Restaurant
247,247,Blake-Jones ,43.67617287980000,-79.3373941732,Danforth Pizza House,43.68018290937980,-79.33879474268960,Pizza Place
251,251,Blake-Jones ,43.67617287980000,-79.3373941732,The Shmooz,43.67517099639400,-79.34339497717590,Café
246,246,Blake-Jones ,43.67617287980000,-79.3373941732,Sakawa Coffee,43.679906,-79.339807,Café
245,245,Blake-Jones ,43.67617287980000,-79.3373941732,Motorama Restaurant,43.679848594706300,-79.34010109351140,Diner
244,244,Blake-Jones ,43.67617287980000,-79.3373941732,efes bar&grill,43.68024174920370,-79.33834598691140,Gastropub
243,243,Blake-Jones ,43.67617287980000,-79.3373941732,The Only Cafe,43.68040898813530,-79.33789819168390,Beer Bar
273,273,Briar Hill-Belgravia ,43.699024381,-79.4528512962,44 wide,43.70289341798800,-79.45288896560670,Photography Lab
272,272,Briar Hill-Belgravia ,43.699024381,-79.4528512962,TTC Blue Night Bus 332 Eglinton West,43.69580652075360,-79.44999292040540,Bus Line
271,271,Briar Hill-Belgravia ,43.699024381,-79.4528512962,I Do! Wedding Cakes,43.701589,-79.453856,Bakery
270,270,Briar Hill-Belgravia ,43.699024381,-79.4528512962,No Frills,43.694789,-79.453038,Grocery Store
269,269,Briar Hill-Belgravia ,43.699024381,-79.4528512962,Belt Line Trail West,43.69985316318360,-79.45271465263140,Trail
268,268,Briar Hill-Belgravia ,43.699024381,-79.4528512962,TD Canada Trust,43.69548525514630,-79.4517315417083,Bank
264,264,Briar Hill-Belgravia ,43.699024381,-79.4528512962,Dollarama,43.696349,-79.450916,Discount Store
266,266,Briar Hill-Belgravia ,43.699024381,-79.4528512962,The Door Store,43.69961136972350,-79.45772866501330,Antique Shop
265,265,Briar Hill-Belgravia ,43.699024381,-79.4528512962,Shoppers Drug Mart,43.695714,-79.450789,Pharmacy
263,263,Briar Hill-Belgravia ,43.699024381,-79.4528512962,Tim Hortons,43.6955672,-79.44893510000000,Coffee Shop
262,262,Briar Hill-Belgravia ,43.699024381,-79.4528512962,California Sandwiches,43.700607450903400,-79.45171931570890,Sandwich Place
261,261,Briar Hill-Belgravia ,43.699024381,-79.4528512962,La Bicicletta,43.70017611849940,-79.45514560217190,Bike Shop
267,267,Briar Hill-Belgravia ,43.699024381,-79.4528512962,Sky Ranch Restaurant,43.70072965454010,-79.4516843661079,Argentinian Restaurant
280,280,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Lunik Co-op,43.72731127063540,-79.37783461678570,Café
283,283,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,TTC Bus #162 - Lawrence-Donway,43.72802605799450,-79.38280527753860,Bus Line
282,282,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Glendon Bookstore,43.727023564736700,-79.37897619381490,Bookstore
279,279,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Glendon Rose Garden,43.727334156725100,-79.37822227183870,College Quad
281,281,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Glendon Forest,43.72722590613300,-79.3784126622513,Trail
277,277,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Glendon Athletic Club,43.7287988983121,-79.37681861012780,College Gym
276,276,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Granite Club Dining Room,43.732616131900300,-79.38172759056110,Restaurant
278,278,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Granite Club President's Lounge,43.73300478882410,-79.38205914552010,Café
275,275,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Tim Hortons,43.72732441416300,-79.37956273555760,Coffee Shop
274,274,Bridle Path-Sunnybrook-York Mills ,43.7310131378,-79.3789041759,Granite Club,43.733042944690100,-79.38198601664300,Gym / Fitness Center
284,284,Broadview North ,43.688825119200000,-79.3556295118,Golden Pizza,43.68953128933340,-79.35480938142280,Pizza Place
285,285,Broadview North ,43.688825119200000,-79.3556295118,Dollarama,43.686197,-79.35598900000000,Discount Store
286,286,Broadview North ,43.688825119200000,-79.3556295118,Papermill Theatre,43.686462601646100,-79.36028039757730,Theater
288,288,Brookhaven-Amesbury ,43.701326305600000,-79.485589259,Twisted Fork,43.70485305786130,-79.48228454589840,Café
287,287,Brookhaven-Amesbury ,43.701326305600000,-79.485589259,Amesbury Park,43.70482688934000,-79.48235937295490,Park
322,322,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Johnny G's,43.66456495893270,-79.36806027251210,Breakfast Spot
315,315,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,LCBO,43.665585593088400,-79.36853050840250,Liquor Store
316,316,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,The Beer Store,43.666407900000000,-79.368833,Beer Store
317,317,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Subway,43.665597717048700,-79.36846996703980,Sandwich Place
318,318,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Tim Hortons,43.665785871990300,-79.36828404664990,Coffee Shop
319,319,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Daniel et Daniel Event Creation & Catering,43.664217248906600,-79.36826854053000,Bakery
314,314,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Tim Hortons,43.66716925802290,-79.36884865164750,Coffee Shop
320,320,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Pizza Pizza,43.66717873852170,-79.36966873777860,Pizza Place
321,321,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Winchester Park,43.66623107575280,-79.3716312803108,Playground
323,323,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
329,329,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Ambal Trading,43.66753798027580,-79.3693497864898,Market
325,325,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Pizza Pizza,43.66809038080830,-79.37027389227200,Pizza Place
326,326,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,China Gourmet,43.664180241005100,-79.36835925727240,Chinese Restaurant
328,328,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Menagerie Pet Shop,43.666444587746100,-79.36877399959110,Pet Store
330,330,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Tender Trap Restaurant,43.66772379650780,-79.36948477788650,Chinese Restaurant
331,331,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,El Charro,43.667606,-79.36949,Restaurant
332,332,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,No Frills,43.663515000000000,-79.367166,Grocery Store
333,333,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Tim Hortons / Esso,43.667129726010100,-79.37066407870990,Coffee Shop
334,334,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Toronto Kiwanis Boys and Girls Clubs Miles and Kelly Nadal Youth Centre,43.66427394578020,-79.3621520638303,Building
313,313,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Jetfuel Coffee,43.665295193920800,-79.36833454168160,Coffee Shop
324,324,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,The Flying Beaver Pubaret,43.664828798875400,-79.36829203718700,Pub
312,312,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Hey Lucy,43.664075099238300,-79.36865505824360,Italian Restaurant
327,327,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Park Snacks,43.66697911709210,-79.36311542987820,Snack Place
310,310,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Thai Room - Cabbagetown,43.6641587260231,-79.3681887298098,Thai Restaurant
289,289,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,F'Amelia,43.66753590663230,-79.36861331485830,Italian Restaurant
290,290,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Kingyo Toronto,43.66589495808370,-79.36841520638600,Japanese Restaurant
291,291,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Cranberries,43.6678427705951,-79.36940687874280,Diner
292,292,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Butter Chicken Factory,43.667072470048400,-79.36918422958170,Indian Restaurant
293,293,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Merryberry Cafe + Bistro,43.66663020301850,-79.36879184199820,Café
294,294,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Murgatroid,43.66738149016020,-79.36931129229460,Restaurant
311,311,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,TD Canada Trust,43.66465469253800,-79.3678870797158,Bank
296,296,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Cabbagetown Brew,43.66692279890780,-79.36928929560440,Café
297,297,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Absolute Bakery & Café,43.667469462462000,-79.36927654747200,Bakery
298,298,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Riverdale Farm,43.666850351266400,-79.36137564770480,Farm
295,295,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366650,Jewelry Store
300,300,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,St. Jamestown Delicatessen,43.665811423956100,-79.36864825640080,Butcher
299,299,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Riverdale Park West,43.66604827676350,-79.3609411749336,Park
308,308,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Labour Of Love,43.663907,-79.368822,Gift Shop
307,307,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Wellesley Park,43.66964879583670,-79.3621551990509,Park
306,306,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,The Epicure Shop,43.663964860964900,-79.36779540886940,Deli / Bodega
305,305,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Kanpai Snack Bar,43.66433093594860,-79.36806503124260,Taiwanese Restaurant
309,309,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,The Pear Tree,43.664904018134800,-79.36824639094670,Restaurant
303,303,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Pet Valu,43.66420501339670,-79.36846012382640,Pet Store
302,302,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Toronto Dance Theatre,43.66623230619370,-79.36707506629980,General Entertainment
301,301,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,House on Parliament,43.663645704974300,-79.36785378722950,Gastropub
304,304,Cabbagetown-South St.James Town ,43.667647727400000,-79.36610665810000,Stout Irish Pub,43.66389071833620,-79.3690300810636,Pub
335,335,Caledonia-Fairbank ,43.688568651000000,-79.4552120796,KFC,43.690647322569500,-79.456325832418,Fast Food Restaurant
336,336,Caledonia-Fairbank ,43.688568651000000,-79.4552120796,Nairn Park,43.69065390931840,-79.45629957918350,Park
337,337,Caledonia-Fairbank ,43.688568651000000,-79.4552120796,Walmart,43.69065957835640,-79.45631672044140,Market
338,338,Caledonia-Fairbank ,43.688568651000000,-79.4552120796,Maximum Woman,43.69065130310670,-79.45633320240980,Women's Store
347,347,Casa Loma ,43.6818521005,-79.4080066472,TTC Stop #14355,43.684911,-79.411026,Light Rail Station
351,351,Casa Loma ,43.6818521005,-79.4080066472,Glen Edyth Drive Parkette,43.678294119509000,-79.40486760901250,Park
350,350,Casa Loma ,43.6818521005,-79.4080066472,Casa Loma Terrace Grill,43.677868,-79.40932,Bistro
349,349,Casa Loma ,43.6818521005,-79.4080066472,Casa Loma Liberty Caffé,43.677919,-79.409541,Café
348,348,Casa Loma ,43.6818521005,-79.4080066472,Casa Loma Parkette,43.67783430101570,-79.40822701453380,Park
346,346,Casa Loma ,43.6818521005,-79.4080066472,Queen's Own Rifles of Canada Museum and Archives,43.67847186010980,-79.4093084335327,History Museum
344,344,Casa Loma ,43.6818521005,-79.4080066472,Flor de Sal,43.67775739485430,-79.4071763450399,Modern European Restaurant
343,343,Casa Loma ,43.6818521005,-79.4080066472,Spadina Museum: Historic House & Gardens,43.67888319224980,-79.40885838779940,History Museum
342,342,Casa Loma ,43.6818521005,-79.4080066472,Baldwin Steps,43.677707000528000,-79.40820890386740,Historic Site
341,341,Casa Loma ,43.6818521005,-79.4080066472,Casa Loma,43.677934,-79.409521,Castle
340,340,Casa Loma ,43.6818521005,-79.4080066472,Casa Loma Stables,43.679394728878300,-79.41090455690370,Museum
339,339,Casa Loma ,43.6818521005,-79.4080066472,Sir Winston Churchill Park,43.683731714101800,-79.40988079097340,Park
345,345,Casa Loma ,43.6818521005,-79.4080066472,Blueblood Steakhouse,43.678060839917000,-79.40962843932290,Steakhouse
352,352,Centennial Scarborough ,43.7823764958,-79.1508432723,Sports Walls,43.782496892381200,-79.14872646331790,Volleyball Court
353,353,Centennial Scarborough ,43.7823764958,-79.1508432723,Centennial Park,43.786257374473900,-79.14877634920950,Park
427,427,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Wendy's,43.662820073147000,-79.38337917323220,Fast Food Restaurant
420,420,Church-Yonge Corridor ,43.6596488635,-79.3790171666,LCBO,43.662038556901900,-79.37949019078560,Liquor Store
421,421,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Joe Fresh,43.661956000000000,-79.38016,Clothing Store
422,422,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Spa Excess,43.66225560735590,-79.37733708431910,Spa
425,425,Church-Yonge Corridor ,43.6596488635,-79.3790171666,Kawa Sushi,43.66389438938990,-79.38021009464500,Japanese Restaurant
