,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1134,Little Portugal,43.6475359304,-79.4303227131,MOJO Lounge,43.6493450392067,-79.42593010837892,Nightclub
1135,Long Branch,43.592361688500006,-79.5333454492,Starbucks,43.59442736329035,-79.5333842434059,Coffee Shop
1136,Long Branch,43.592361688500006,-79.5333454492,George the Greek,43.59427166095413,-79.53394756473692,Greek Restaurant
1137,Long Branch,43.592361688500006,-79.5333454492,Thrive Organic Kitchen & Café,43.595229696690275,-79.53041042095201,Café
1138,Long Branch,43.592361688500006,-79.5333454492,850 Degrees,43.59527578458077,-79.52953747109675,Pizza Place
1139,Long Branch,43.592361688500006,-79.5333454492,Rexall,43.593111,-79.538327,Pharmacy
1140,Long Branch,43.592361688500006,-79.5333454492,Sloppy JOE's,43.59468937034309,-79.5321779388207,Wings Joint
1141,Long Branch,43.592361688500006,-79.5333454492,Pulcinella,43.59344650264114,-79.53801168640616,Italian Restaurant
1142,Long Branch,43.592361688500006,-79.5333454492,7-Eleven,43.59343,-79.53708,Convenience Store
1143,Long Branch,43.592361688500006,-79.5333454492,Southside Johnny's,43.593476134848764,-79.53679098425856,Bar
1144,Long Branch,43.592361688500006,-79.5333454492,Tim Hortons,43.59288119181045,-79.53908711671829,Coffee Shop
1145,Long Branch,43.592361688500006,-79.5333454492,No Frills,43.593357,-79.538747,Grocery Store
1146,Long Branch,43.592361688500006,-79.5333454492,The Beer Store,43.5947555,-79.5336625,Beer Store
1147,Long Branch,43.592361688500006,-79.5333454492,Mr.Sub,43.593191,-79.537885,Restaurant
1148,Malvern ,43.8036581967,-79.22251661899999,Subway,43.80680496572125,-79.2225154816595,Sandwich Place
1149,Malvern ,43.8036581967,-79.22251661899999,Pizza Pizza,43.80661280665735,-79.2212426662445,Pizza Place
1150,Malvern ,43.8036581967,-79.22251661899999,Shoppers Drug Mart,43.8064889218881,-79.2230236530304,Pharmacy
1151,Malvern ,43.8036581967,-79.22251661899999,McDonald's,43.806374893799294,-79.22158814573014,Fast Food Restaurant
1152,Malvern ,43.8036581967,-79.22251661899999,Real Fruit Bubble Tea 真果茶坊,43.80670914169484,-79.22275865163135,Bubble Tea Shop
1153,Malvern ,43.8036581967,-79.22251661899999,Taco Bell,43.80668740535423,-79.2206934576445,Fast Food Restaurant
1154,Malvern ,43.8036581967,-79.22251661899999,Planet Fitness,43.80674414366567,-79.21990005687931,Gym / Fitness Center
1155,Maple Leaf,43.7155739408,-79.48075801739999,Starbucks,43.719457697021035,-79.48073453272578,Coffee Shop
1156,Maple Leaf,43.7155739408,-79.48075801739999,Subway,43.71944652645412,-79.48076671396035,Sandwich Place
1157,Maple Leaf,43.7155739408,-79.48075801739999,Tim Hortons,43.719431335653816,-79.4807232730777,Coffee Shop
1158,Maple Leaf,43.7155739408,-79.48075801739999,Cataldi supermarket,43.71538724093072,-79.48000374897327,Convenience Store
1159,Maple Leaf,43.7155739408,-79.48075801739999,Lucky Dragon Chinese Food,43.71946280250894,-79.48075509183974,Chinese Restaurant
1160,Markland Wood ,43.6335417462,-79.57343154739999,TD Canada Trust,43.6312506,-79.5758693,Bank
1161,Markland Wood ,43.6335417462,-79.57343154739999,Pizzaville,43.63124988411039,-79.57546418889869,Pizza Place
1162,Markland Wood ,43.6335417462,-79.57343154739999,McDonald's,43.631640761314856,-79.57520128920567,Fast Food Restaurant
1163,Markland Wood ,43.6335417462,-79.57343154739999,Dollarama,43.63081,-79.575634,Discount Store
1164,Milliken ,43.8206907942,-79.2750089244,Subway,43.81808898908152,-79.27224977752729,Sandwich Place
1165,Milliken ,43.8206907942,-79.2750089244,Goldhawk Park,43.82404066377522,-79.27773800548646,Park
1166,Milliken ,43.8206907942,-79.2750089244,Muirlands Park,43.820588768988785,-79.26902960380559,Park
1167,Mimico,43.615923861300004,-79.5001366364,SanRemo Bakery,43.618542136521064,-79.49948481145465,Bakery
1168,Mimico,43.615923861300004,-79.5001366364,The Blue Goose,43.61678873297203,-79.4958701202763,Bar
1169,Mimico,43.615923861300004,-79.5001366364,Mario & Selina's No Frills,43.612186,-79.497828,Grocery Store
1170,Mimico,43.615923861300004,-79.5001366364,Mimico Arena,43.612739007491555,-79.49868183926128,Skating Rink
1171,Mimico,43.615923861300004,-79.5001366364,Mimico GO Station,43.616761306002445,-79.49689734242233,Train Station
1172,Mimico,43.615923861300004,-79.5001366364,Jimmy’s Coffee,43.618715,-79.499506,Café
1173,Mimico,43.615923861300004,-79.5001366364,Breakfast Room,43.618904,-79.499738,American Restaurant
1174,Humber Bay Shores,43.615923861300004,-79.5001366364,SanRemo Bakery,43.618542136521064,-79.49948481145465,Bakery
1175,Humber Bay Shores,43.615923861300004,-79.5001366364,The Blue Goose,43.61678873297203,-79.4958701202763,Bar
1176,Humber Bay Shores,43.615923861300004,-79.5001366364,Mario & Selina's No Frills,43.612186,-79.497828,Grocery Store
1177,Humber Bay Shores,43.615923861300004,-79.5001366364,Mimico Arena,43.612739007491555,-79.49868183926128,Skating Rink
1178,Humber Bay Shores,43.615923861300004,-79.5001366364,Mimico GO Station,43.616761306002445,-79.49689734242233,Train Station
1179,Humber Bay Shores,43.615923861300004,-79.5001366364,Jimmy’s Coffee,43.618715,-79.499506,Café
1180,Humber Bay Shores,43.615923861300004,-79.5001366364,Breakfast Room,43.618904,-79.499738,American Restaurant
1181,Morningside ,43.782398614499996,-79.2070411878,Morningside Park,43.786545739068686,-79.20532166956865,Park
1182,Morningside ,43.782398614499996,-79.2070411878,The Beer Store,43.7839039,-79.2048998,Beer Store
1183,Morningside ,43.782398614499996,-79.2070411878,Subway,43.783551620751005,-79.20459596922957,Sandwich Place
1184,Morningside ,43.782398614499996,-79.2070411878,Tim Hortons,43.7807264,-79.2054666,Coffee Shop
1185,Morningside ,43.782398614499996,-79.2070411878,Shoppers Drug Mart,43.780599,-79.205009,Pharmacy
1186,Morningside ,43.782398614499996,-79.2070411878,Tim Hortons,43.7832509827786,-79.2044010758399,Coffee Shop
1187,Morningside ,43.782398614499996,-79.2070411878,Food Basics,43.786553933465264,-79.20534287670463,Supermarket
1188,Morningside ,43.782398614499996,-79.2070411878,Dollarama,43.783187,-79.202538,Discount Store
1189,Morningside ,43.782398614499996,-79.2070411878,Wendy's,43.78327147889442,-79.20439302921295,Fast Food Restaurant
1190,Morningside ,43.782398614499996,-79.2070411878,Centenary Hospital Loop,43.78328537263014,-79.20460317318911,General Travel
1191,Morningside ,43.782398614499996,-79.2070411878,Daisy Mart,43.78371114552573,-79.20453155788482,Convenience Store
1192,Morningside ,43.782398614499996,-79.2070411878,La Prep,43.7804278557511,-79.20504939039861,Sandwich Place
1193,Morningside ,43.782398614499996,-79.2070411878,Seven Oaks Park,43.78654962830697,-79.20533328583764,Park
1194,Moss Park ,43.6565176231,-79.3672970317,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
1195,Moss Park ,43.6565176231,-79.3672970317,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,Breakfast Spot
1196,Moss Park ,43.6565176231,-79.3672970317,Cocina Economica,43.65495889022676,-79.3656572507398,Mexican Restaurant
1197,Moss Park ,43.6565176231,-79.3672970317,Berkeley Church,43.65512324174501,-79.36587330410705,Event Space
1198,Moss Park ,43.6565176231,-79.3672970317,The Yoga Lounge,43.65551522261721,-79.36495542526245,Yoga Studio
1199,Moss Park ,43.6565176231,-79.3672970317,FAMO Sandwiches,43.654064,-79.369515,Sandwich Place
1200,Moss Park ,43.6565176231,-79.3672970317,Fusaro's,43.65334679826618,-79.36951731755141,Italian Restaurant
1201,Moss Park ,43.6565176231,-79.3672970317,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
1202,Moss Park ,43.6565176231,-79.3672970317,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
1203,Moss Park ,43.6565176231,-79.3672970317,Ontario Restaurant,43.65888321199789,-79.36836906142996,Diner
1204,Moss Park ,43.6565176231,-79.3672970317,Mangia and Bevi Resto-Bar,43.652249517927686,-79.36635530500347,Italian Restaurant
1205,Moss Park ,43.6565176231,-79.3672970317,Souvlaki Express,43.65558391537734,-79.36443816909016,Greek Restaurant
1206,Moss Park ,43.6565176231,-79.3672970317,Moss Park Arena,43.65488712314853,-79.36977129447679,Skating Rink
1207,Moss Park ,43.6565176231,-79.3672970317,Alumnae Theatre,43.65275554626444,-79.36475283805089,Theater
1208,Moss Park ,43.6565176231,-79.3672970317,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
1209,Moss Park ,43.6565176231,-79.3672970317,King's Place647-352-0786,43.658278219451866,-79.37092509166455,Pakistani Restaurant
1210,Moss Park ,43.6565176231,-79.3672970317,Dollarama,43.655316,-79.369756,Discount Store
1211,Moss Park ,43.6565176231,-79.3672970317,Subway,43.655623768784125,-79.36455375802774,Sandwich Place
1212,Moss Park ,43.6565176231,-79.3672970317,cafe 260,43.653183236880515,-79.37011452592975,Coffee Shop
1213,Moss Park ,43.6565176231,-79.3672970317,UpCountry,43.65276652789958,-79.36419829621599,Furniture / Home Store
1214,Moss Park ,43.6565176231,-79.3672970317,Mengrai Gourmet Thai,43.654102,-79.3668,Thai Restaurant
1215,Moss Park ,43.6565176231,-79.3672970317,Subway,43.65364606714371,-79.36898684058504,Sandwich Place
1216,Moss Park ,43.6565176231,-79.3672970317,FreshCo,43.65955158801718,-79.36585713164392,Grocery Store
1217,Moss Park ,43.6565176231,-79.3672970317,Oriental Taste,43.655304,-79.365312,Chinese Restaurant
1218,Moss Park ,43.6565176231,-79.3672970317,Powerhouse Casting,43.65364268476033,-79.36442220770135,Performing Arts Venue
1219,Moss Park ,43.6565176231,-79.3672970317,Tim Hortons,43.65327318682023,-79.368696,Coffee Shop
1220,Moss Park ,43.6565176231,-79.3672970317,Salvation Army Thrift Store,43.65779060893759,-79.36551603602793,Thrift / Vintage Store
1221,Moss Park ,43.6565176231,-79.3672970317,The Rogue,43.6533655235428,-79.3696547237544,Pub
1222,Moss Park ,43.6565176231,-79.3672970317,Tim Hortons,43.660001598222074,-79.36580195098941,Coffee Shop
1223,Moss Park ,43.6565176231,-79.3672970317,Banknote Bar Corktown,43.65265478121302,-79.36607147351332,Pub
1224,Moss Park ,43.6565176231,-79.3672970317,TTC Stop #02131,43.658443,-79.370889,Bus Stop
1225,Moss Park ,43.6565176231,-79.3672970317,1 Cole Gym,43.65981725426231,-79.36575093782075,Gym
1226,Moss Park ,43.6565176231,-79.3672970317,Moss Park Tennis Courts,43.6553367165992,-79.37192336214176,Tennis Court
1227,Moss Park ,43.6565176231,-79.3672970317,OneCole Skypark,43.66027509542294,-79.36581674630516,Park
1228,Moss Park ,43.6565176231,-79.3672970317,Leaves of Trees,43.653958851544594,-79.37159657478333,Cosmetics Shop
1229,Moss Park ,43.6565176231,-79.3672970317,Papa John's Pizza,43.65797992914537,-79.37249553926944,Pizza Place
1230,Moss Park ,43.6565176231,-79.3672970317,Roche Bobois,43.65345988068375,-79.36337199643683,Furniture / Home Store
1231,Moss Park ,43.6565176231,-79.3672970317,Goodwill,43.652889630611334,-79.37090857635515,Thrift / Vintage Store
1232,Mount Dennis ,43.6881440868,-79.4999890581,7-Eleven,43.6910315,-79.5012674,Convenience Store
1233,Mount Dennis ,43.6881440868,-79.4999890581,KFC,43.689260410119694,-79.49710052987136,Fast Food Restaurant
1234,Mount Dennis ,43.6881440868,-79.4999890581,Golden Crisp,43.690442580746016,-79.49920925945383,American Restaurant
1235,Mount Dennis ,43.6881440868,-79.4999890581,Pho Asia 39,43.69156172648821,-79.5008511792945,Asian Restaurant
1236,Mount Olive-Silverstone-Jamestown ,43.7468678027,-79.58725926460001,Tim Hortons,43.75075660470557,-79.5853357488109,Coffee Shop
1237,Mount Olive-Silverstone-Jamestown ,43.7468678027,-79.58725926460001,Panorama Park,43.747021027856135,-79.58349654663803,Park
1238,Mount Olive-Silverstone-Jamestown ,43.7468678027,-79.58725926460001,NORI SUSHI,43.742775,-79.586985,Japanese Restaurant
1239,Mount Pleasant East ,43.7048521692,-79.3849239458,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
1240,Mount Pleasant East ,43.7048521692,-79.3849239458,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
1241,Mount Pleasant East ,43.7048521692,-79.3849239458,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
1242,Mount Pleasant East ,43.7048521692,-79.3849239458,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
1243,Mount Pleasant East ,43.7048521692,-79.3849239458,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
1244,Mount Pleasant East ,43.7048521692,-79.3849239458,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
1245,Mount Pleasant East ,43.7048521692,-79.3849239458,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
1246,Mount Pleasant East ,43.7048521692,-79.3849239458,Starbucks,43.70608372289573,-79.38935494537283,Coffee Shop
1247,Mount Pleasant East ,43.7048521692,-79.3849239458,GoodLife Fitness Toronto Mount Pleasant and Davisville,43.700802,-79.386417,Gym
1248,Mount Pleasant East ,43.7048521692,-79.3849239458,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
1249,Mount Pleasant East ,43.7048521692,-79.3849239458,Bread and Butter,43.70158248227423,-79.3873587869354,Sandwich Place
1250,Mount Pleasant East ,43.7048521692,-79.3849239458,Positano,43.704558,-79.38863854,Italian Restaurant
1251,Mount Pleasant East ,43.7048521692,-79.3849239458,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
1252,Mount Pleasant East ,43.7048521692,-79.3849239458,Thai Spicy House,43.7019616162845,-79.3875129672506,Thai Restaurant
1253,Mount Pleasant East ,43.7048521692,-79.3849239458,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
1254,Mount Pleasant East ,43.7048521692,-79.3849239458,Crossfit Metric,43.70747956557104,-79.38985687683696,Gym
1255,Mount Pleasant East ,43.7048521692,-79.3849239458,Hazel's Diner,43.70210267511542,-79.3876176468172,Diner
1256,Mount Pleasant East ,43.7048521692,-79.3849239458,Starving Artist,43.701538,-79.38724,Restaurant
1257,Mount Pleasant East ,43.7048521692,-79.3849239458,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
1258,Mount Pleasant East ,43.7048521692,-79.3849239458,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
1259,Mount Pleasant East ,43.7048521692,-79.3849239458,Subway,43.70174172309233,-79.38759973282761,Sandwich Place
1260,Mount Pleasant East ,43.7048521692,-79.3849239458,Meow Cat Cafe,43.702927,-79.38819,Café
1261,Mount Pleasant East ,43.7048521692,-79.3849239458,Pizza Pizza,43.70613821755869,-79.38929246805056,Pizza Place
1262,Mount Pleasant East ,43.7048521692,-79.3849239458,Boland's Open Kitchen,43.70345770889594,-79.38821001837454,American Restaurant
1263,Mount Pleasant East ,43.7048521692,-79.3849239458,Rosedale Kennedy Flowers,43.704291008015225,-79.38873233163676,Flower Shop
1264,Mount Pleasant East ,43.7048521692,-79.3849239458,The Regent Theatre,43.702937181010626,-79.38790444198817,Movie Theater
1265,Mount Pleasant East ,43.7048521692,-79.3849239458,Pleasant Nails,43.705458386533934,-79.38895972938143,Salon / Barbershop
1266,Mount Pleasant East ,43.7048521692,-79.3849239458,The Box Spot,43.702616,-79.388095,Transportation Service
1267,Mount Pleasant East ,43.7048521692,-79.3849239458,Bolan Thai Cuisine,43.706833,-79.3892,Thai Restaurant
1268,Mount Pleasant East ,43.7048521692,-79.3849239458,Kidnasium,43.706938885972804,-79.3895295409309,Indoor Play Area
1269,Mount Pleasant East ,43.7048521692,-79.3849239458,McMurphy's,43.70932420144049,-79.38507552698785,Bar
1270,Mount Pleasant West ,43.70443517060001,-79.393359554,Loblaws,43.707244,-79.394701,Supermarket
1271,Mount Pleasant West ,43.70443517060001,-79.393359554,Istanbul Cafe & Espresso Bar,43.70789076616744,-79.39304884345168,Café
1272,Mount Pleasant West ,43.70443517060001,-79.393359554,Thobors Boulangerie Patisserie Café,43.704513877453266,-79.38861602551758,Café
1273,Mount Pleasant West ,43.70443517060001,-79.393359554,Jules Cafe Patisserie,43.70413799694304,-79.38841260442167,Dessert Shop
1274,Mount Pleasant West ,43.70443517060001,-79.393359554,Fresh,43.707324410453595,-79.39564918411965,Vegetarian / Vegan Restaurant
1275,Mount Pleasant West ,43.70443517060001,-79.393359554,Kinton Ramen,43.70730228095368,-79.39585408898294,Ramen Restaurant
1276,Mount Pleasant West ,43.70443517060001,-79.393359554,Little Sister,43.70155150459908,-79.39716269656391,Indonesian Restaurant
1277,Mount Pleasant West ,43.70443517060001,-79.393359554,The Keg Steakhouse & Bar,43.70546405087482,-79.39808535059794,Steakhouse
1278,Mount Pleasant West ,43.70443517060001,-79.393359554,Starbucks,43.706859,-79.39695,Coffee Shop
1279,Mount Pleasant West ,43.70443517060001,-79.393359554,Balsamico,43.70150469426698,-79.3971619446229,Italian Restaurant
1280,Mount Pleasant West ,43.70443517060001,-79.393359554,Zezafoun Syrian Cousine,43.702667,-79.39712,Restaurant
1281,Mount Pleasant West ,43.70443517060001,-79.393359554,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
1282,Mount Pleasant West ,43.70443517060001,-79.393359554,Yoga Tree Midtown,43.70764167668336,-79.3974716381371,Yoga Studio
1283,Mount Pleasant West ,43.70443517060001,-79.393359554,Five Doors North,43.70223554183669,-79.39752587511825,Italian Restaurant
1284,Mount Pleasant West ,43.70443517060001,-79.393359554,La Carnita,43.70753317768306,-79.39449989909832,Taco Place
1285,Mount Pleasant West ,43.70443517060001,-79.393359554,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
1286,Mount Pleasant West ,43.70443517060001,-79.393359554,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
1287,Mount Pleasant West ,43.70443517060001,-79.393359554,Tabülè,43.700931800454605,-79.39707754696065,Middle Eastern Restaurant
1288,Mount Pleasant West ,43.70443517060001,-79.393359554,Noorden Food x Bar,43.702814301684576,-79.3976454868861,Restaurant
1289,Mount Pleasant West ,43.70443517060001,-79.393359554,Starbucks,43.70608372289573,-79.38935494537283,Coffee Shop
1290,Mount Pleasant West ,43.70443517060001,-79.393359554,La Salumeria,43.701254791219725,-79.39711671661385,Deli / Bodega
1291,Mount Pleasant West ,43.70443517060001,-79.393359554,"Mysteriously Yours, Mystery Dinner Theatre",43.701222,-79.397251,General Entertainment
1292,Mount Pleasant West ,43.70443517060001,-79.393359554,GoodLife Fitness Toronto Dunfield and Eglinton,43.707645,-79.395303,Gym
1293,Mount Pleasant West ,43.70443517060001,-79.393359554,Echo Sushi,43.701276209959566,-79.39719155389227,Sushi Restaurant
1294,Mount Pleasant West ,43.70443517060001,-79.393359554,St. Louis Bar and Grill,43.70162144327488,-79.3974049177347,Wings Joint
1295,Mount Pleasant West ,43.70443517060001,-79.393359554,Starbucks,43.705563,-79.39763,Coffee Shop
1296,Mount Pleasant West ,43.70443517060001,-79.393359554,FormoCha,43.707298092598755,-79.39583360320451,Bubble Tea Shop
1297,Mount Pleasant West ,43.70443517060001,-79.393359554,Prohibition Gastrohouse,43.70709833066808,-79.39700879978479,Gastropub
1298,Mount Pleasant West ,43.70443517060001,-79.393359554,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
1299,Mount Pleasant West ,43.70443517060001,-79.393359554,Fit for Life,43.70730359911103,-79.39690136703626,Salad Place
1300,Mount Pleasant West ,43.70443517060001,-79.393359554,Lola Sushi,43.70190300051086,-79.39754478712398,Sushi Restaurant
1301,Mount Pleasant West ,43.70443517060001,-79.393359554,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
1302,Mount Pleasant West ,43.70443517060001,-79.393359554,Hokkaido Sushi,43.708081718364554,-79.38999467246003,Sushi Restaurant
1303,Mount Pleasant West ,43.70443517060001,-79.393359554,Snakes & Lattes,43.70687937589194,-79.39664592631574,Gaming Cafe
1304,Mount Pleasant West ,43.70443517060001,-79.393359554,Coquine Restaurant,43.70262346819862,-79.39742931913001,French Restaurant
1305,Mount Pleasant West ,43.70443517060001,-79.393359554,Aroma Espresso Bar,43.70694387159571,-79.39841321891859,Coffee Shop
1306,Mount Pleasant West ,43.70443517060001,-79.393359554,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
1307,Mount Pleasant West ,43.70443517060001,-79.393359554,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
1308,Mount Pleasant West ,43.70443517060001,-79.393359554,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
1309,Mount Pleasant West ,43.70443517060001,-79.393359554,Rachel's Coffee House,43.70102127431561,-79.39702746087926,Café
1310,Mount Pleasant West ,43.70443517060001,-79.393359554,Panago,43.70802010192862,-79.39243579339883,Pizza Place
1311,Mount Pleasant West ,43.70443517060001,-79.393359554,Cinnabon,43.70610397581247,-79.39868225423287,Bakery
1312,Mount Pleasant West ,43.70443517060001,-79.393359554,Positano,43.704558,-79.38863854,Italian Restaurant
1313,Mount Pleasant West ,43.70443517060001,-79.393359554,Sweet Jesus,43.70754173994441,-79.39450878233254,Ice Cream Shop
1314,Mount Pleasant West ,43.70443517060001,-79.393359554,B.GOOD,43.707127,-79.395801,Fast Food Restaurant
1315,Mount Pleasant West ,43.70443517060001,-79.393359554,Grano,43.701711544450895,-79.39731784785127,Italian Restaurant
1316,Mount Pleasant West ,43.70443517060001,-79.393359554,Banjara Indian Cuisine,43.7078104847312,-79.3932956275409,Indian Restaurant
1317,Mount Pleasant West ,43.70443517060001,-79.393359554,Fox & Firkin,43.70694599029648,-79.39657956584766,Pub
1318,Mount Pleasant West ,43.70443517060001,-79.393359554,Crossfit Metric,43.70747956557104,-79.38985687683696,Gym
1319,Mount Pleasant West ,43.70443517060001,-79.393359554,Gelato Simply Italian,43.702080446732495,-79.39747494399498,Ice Cream Shop
1320,Mount Pleasant West ,43.70443517060001,-79.393359554,A&W Canada,43.706837,-79.397167,Fast Food Restaurant
1321,Mount Pleasant West ,43.70443517060001,-79.393359554,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
1322,Mount Pleasant West ,43.70443517060001,-79.393359554,souvlaki express,43.70737794652891,-79.38984793934696,Greek Restaurant
1323,Mount Pleasant West ,43.70443517060001,-79.393359554,Quick Pita,43.707959341587404,-79.39261150810752,Middle Eastern Restaurant
1324,Mount Pleasant West ,43.70443517060001,-79.393359554,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
1325,Mount Pleasant West ,43.70443517060001,-79.393359554,Second Cup,43.704344001380505,-79.38865888961692,Coffee Shop
1326,Mount Pleasant West ,43.70443517060001,-79.393359554,Tim Hortons,43.707501,-79.3966189,Coffee Shop
1327,Mount Pleasant West ,43.70443517060001,-79.393359554,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
1328,Mount Pleasant West ,43.70443517060001,-79.393359554,Pizza Pizza,43.70613821755869,-79.38929246805056,Pizza Place
1329,Mount Pleasant West ,43.70443517060001,-79.393359554,Meow Cat Cafe,43.702927,-79.38819,Café
1330,Mount Pleasant West ,43.70443517060001,-79.393359554,Subway,43.708377580939676,-79.390473242753,Sandwich Place
1331,Mount Pleasant West ,43.70443517060001,-79.393359554,Popeyes Louisiana Kitchen,43.707963392205365,-79.39205353943308,Fried Chicken Joint
1332,Mount Pleasant West ,43.70443517060001,-79.393359554,"Mirage Bistro, Lounge & Cafe",43.707543,-79.393853,Lounge
1333,Mount Pleasant West ,43.70443517060001,-79.393359554,Sweet Gallery Exclusive Pastry,43.70597,-79.38923,Dessert Shop
1334,Mount Pleasant West ,43.70443517060001,-79.393359554,Candy's Costume Shop,43.70591826811818,-79.38899874687195,Costume Shop
1335,Mount Pleasant West ,43.70443517060001,-79.393359554,Kidnasium,43.706938885972804,-79.3895295409309,Indoor Play Area
1336,Mount Pleasant West ,43.70443517060001,-79.393359554,Bolan Thai Cuisine,43.706833,-79.3892,Thai Restaurant
1337,Mount Pleasant West ,43.70443517060001,-79.393359554,Love To Dance,43.70838672789582,-79.39055765587766,Dance Studio
1338,New Toronto ,43.6005885981,-79.5103580889,Cellar Door Restaurant,43.600221,-79.507638,Italian Restaurant
1339,New Toronto ,43.6005885981,-79.5103580889,Albatros Pub,43.59973728807503,-79.51009383603599,Pub
1340,New Toronto ,43.6005885981,-79.5103580889,Bombay on the Lake,43.600157309834074,-79.50799174394479,Indian Restaurant
1341,New Toronto ,43.6005885981,-79.5103580889,Rabba Fine Foods,43.59905009747002,-79.51203773840156,Supermarket
1342,New Toronto ,43.6005885981,-79.5103580889,Tim Hortons,43.598932118044694,-79.51199010014534,Coffee Shop
1343,Newtonbrook East ,43.791535791,-79.4059374472,Manhattan,43.7920007,-79.4013197,Café
1344,Newtonbrook East ,43.791535791,-79.4059374472,Alisa Lyons Makeup and  Hair,43.79560928871298,-79.40458774566649,Bridal Shop
1345,Niagara ,43.6366808791,-79.412420401,One Of A Kind Show,43.63551591229508,-79.4128080747152,Arts & Crafts Store
1346,Niagara ,43.6366808791,-79.412420401,Honda Indy Toronto,43.63453243757477,-79.41536089882229,Racetrack
1347,Niagara ,43.6366808791,-79.412420401,Coca-Cola Coliseum,43.63562896006832,-79.4150303143773,Hockey Arena
1348,Niagara ,43.6366808791,-79.412420401,Ciao Europa Cafe,43.639006277735795,-79.41426697097648,Café
1349,Niagara ,43.6366808791,-79.412420401,CIBC Pan Am Park,43.63370649212432,-79.41610291448767,Athletics & Sports
1350,Niagara ,43.6366808791,-79.412420401,Hotel X,43.632885574545625,-79.41177002864367,Hotel
1351,Niagara ,43.6366808791,-79.412420401,Exhibit Hall A,43.63480492125412,-79.41528394870805,Flea Market
1352,Niagara ,43.6366808791,-79.412420401,CNE Midway,43.633477729226776,-79.41615787837362,Theme Park
1353,Niagara ,43.6366808791,-79.412420401,Liberty Village Park,43.63874936417163,-79.41490469363602,Park
1354,Niagara ,43.6366808791,-79.412420401,CNE Skyride,43.63355999363175,-79.41645468279195,Theme Park
1355,Niagara ,43.6366808791,-79.412420401,The Village Cheesemonger,43.63841570131959,-79.41717773289446,Cheese Shop
1356,Niagara ,43.6366808791,-79.412420401,Ono Poke Bar,43.63913250201711,-79.41605313037466,Poke Place
1357,Niagara ,43.6366808791,-79.412420401,Martin Goodman Trail,43.63334186269,-79.40879344940186,Park
1358,Niagara ,43.6366808791,-79.412420401,Locus 144,43.638199702272175,-79.41763347466738,Lounge
1359,Niagara ,43.6366808791,-79.412420401,Aroma Espresso Bar,43.63897435596266,-79.41754032381024,Café
1360,Niagara ,43.6366808791,-79.412420401,Starbucks X,43.633617,-79.412144,Coffee Shop
1361,Niagara ,43.6366808791,-79.412420401,Williams Landing,43.639035357744746,-79.41738061383397,Restaurant
1362,Niagara ,43.6366808791,-79.412420401,Brazen Head Irish Pub,43.638548226526325,-79.41709516219507,Pub
1363,Niagara ,43.6366808791,-79.412420401,Panago,43.639083412144394,-79.41753429523763,Pizza Place
1364,Niagara ,43.6366808791,-79.412420401,Thai Room Liberty Village,43.6383287916051,-79.4172222313817,Thai Restaurant
1365,Niagara ,43.6366808791,-79.412420401,The Beer Store Boutique,43.6389344,-79.4170886,Beer Store
1366,Niagara ,43.6366808791,-79.412420401,Zip Gym,43.63917505232244,-79.41407472419938,Gym
1367,Niagara ,43.6366808791,-79.412420401,Falcon Skybar,43.632782,-79.411271,Bar
1368,Niagara ,43.6366808791,-79.412420401,Maxx’s Kitchen,43.632579,-79.411721,Restaurant
1369,Niagara ,43.6366808791,-79.412420401,Polar Express,43.6331436456762,-79.41539937385532,Fair
